,created_at,positive,neutral,negative,count
4,2021-11-08 04,0.14046153846153847,0.8444615384615385,0.015000000000000001,13
5,2021-11-08 05,0.05990909090909091,0.9190909090909091,0.020999999999999998,11
6,2021-11-08 06,0.048,0.952,0.0,8
7,2021-11-08 07,0.128,0.872,0.0,1
8,2021-11-08 08,0.0,0.593,0.407,1
9,2021-11-08 09,0.0,1.0,0.0,8
10,2021-11-08 10,0.0,1.0,0.0,5
11,2021-11-08 11,0.05657142857142857,0.940047619047619,0.0033809523809523808,21
12,2021-11-08 12,0.06457894736842106,0.9253947368421053,0.010026315789473684,38
13,2021-11-08 13,0.09557142857142857,0.8877142857142857,0.016714285714285716,21
14,2021-11-08 14,0.16358024691358025,0.8317407407407407,0.004666666666666667,81
15,2021-11-08 15,0.06531111111111111,0.9204888888888888,0.0142,45
16,2021-11-08 16,0.04845454545454546,0.9371818181818181,0.014363636363636363,22
17,2021-11-08 17,0.0869,0.8865999999999999,0.026500000000000003,20
18,2021-11-08 18,0.07909090909090909,0.8935454545454546,0.027454545454545454,22
19,2021-11-08 19,0.059899999999999995,0.9352,0.0049,30
20,2021-11-08 20,0.08578,0.9009199999999999,0.01332,50
21,2021-11-08 21,0.10794117647058823,0.8332352941176471,0.0,17
22,2021-11-08 22,0.104125,0.885,0.010875,16
23,2021-11-08 23,0.062233333333333335,0.9169999999999999,0.020733333333333333,30
0,2021-11-09 00,0.11920689655172413,0.854896551724138,0.02586206896551724,29
1,2021-11-09 01,0.03578787878787879,0.9488484848484848,0.015333333333333334,33
2,2021-11-09 02,0.10964864864864864,0.8792972972972972,0.011081081081081082,37
3,2021-11-09 03,0.05831111111111111,0.9235777777777778,0.018133333333333335,45
4,2021-11-09 04,0.1196,0.8706666666666667,0.009800000000000001,15
5,2021-11-09 05,0.06358823529411764,0.934,0.0024705882352941176,17
6,2021-11-09 06,0.07523076923076923,0.9247692307692308,0.0,13
7,2021-11-09 07,0.035333333333333335,0.9646666666666667,0.0,6
